Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",30/06/2024,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",31/07/2024,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",31/08/2024,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",30/09/2024,968
Angola,AGO,Chad,TCD,Asylum-Seekers,"UNHCR, Government",30/11/2024,968
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",30/06/2024,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",31/07/2024,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",31/08/2024,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",30/09/2024,6357
Angola,AGO,Côte d'Ivoire,CIV,Asylum-Seekers,"UNHCR, Government",30/11/2024,6357
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",30/06/2024,22960
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/07/2024,22971
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/08/2024,22992
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",30/09/2024,22947
Angola,AGO,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",30/11/2024,22978
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",30/06/2024,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/07/2024,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/08/2024,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",30/09/2024,1874
Angola,AGO,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",30/11/2024,1874
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",30/06/2024,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",30/06/2024,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",31/07/2024,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",31/07/2024,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",31/08/2024,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",31/08/2024,9272
Angola,AGO,Guinea,GIN,Refugees,"UNHCR, Government",30/09/2024,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",30/09/2024,9272
Angola,AGO,Guinea,GIN,Asylum-Seekers,"UNHCR, Government",30/11/2024,9272
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",30/06/2024,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",31/07/2024,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",31/08/2024,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",30/09/2024,639
Angola,AGO,Liberia,LBR,Asylum-Seekers,"UNHCR, Government",30/11/2024,639
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",30/06/2024,5725
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",31/07/2024,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",31/08/2024,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",30/09/2024,5722
Angola,AGO,Mauritania,MRT,Asylum-Seekers,"UNHCR, Government",30/11/2024,5725
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",30/06/2024,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",31/07/2024,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",31/08/2024,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",30/09/2024,1323
Angola,AGO,Others,,Asylum-Seekers,"UNHCR, Government",30/11/2024,1323
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",31/07/2024,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",31/08/2024,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",30/09/2024,628
Angola,AGO,Rwanda,RWA,Refugees,"UNHCR, Government",30/11/2024,628
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",30/06/2024,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",30/06/2024,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",31/07/2024,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",31/07/2024,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",31/08/2024,1910
Angola,AGO,Sierra Leone,SLE,Refugees,"UNHCR, Government",30/09/2024,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",30/09/2024,1910
Angola,AGO,Sierra Leone,SLE,Asylum-Seekers,"UNHCR, Government",30/11/2024,1910
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",30/06/2024,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",31/07/2024,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",31/08/2024,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",30/09/2024,2002
Angola,AGO,Somalia,SOM,Refugees,"UNHCR, Government",30/11/2024,2002
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/06/2024,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/07/2024,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/08/2024,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/09/2024,1949
Angola,AGO,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",30/11/2024,1949
Burundi,BDI,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/03/2024,87580
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/03/2024,87580
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/07/2024,88931
Burundi,BDI,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/07/2024,88933
Burundi,BDI,Others,,Asylum-Seekers,"UNHCR, Government",30/11/2023,0
Burundi,BDI,Others,,Asylum-Seekers,"UNHCR, Government",29/02/2024,2
Burundi,BDI,Rwanda,RWA,Refugees,"UNHCR, Government",31/03/2024,961
Burundi,BDI,Rwanda,RWA,Refugees,"UNHCR, Government",31/07/2024,960
Burundi,BDI,Uganda,UGA,Refugees,"UNHCR, Government",31/03/2024,17
Burundi,BDI,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/07/2024,17
Burundi,BDI,Various,,Refugees,"UNHCR, Government",31/03/2024,41
Burundi,BDI,Various,,Refugees,"UNHCR, Government",31/07/2024,42
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",31/05/2024,5396
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/06/2024,5396
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",15/08/2024,8605
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",15/08/2024,8635
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",31/08/2024,8711
Benin,BEN,Burkina Faso,BFA,Refugees,"UNHCR, Government",30/09/2024,8629
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/05/2024,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",15/08/2024,1228
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",15/08/2024,1258
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,1229
Benin,BEN,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,1230
Benin,BEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",28/02/2023,0
Benin,BEN,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",15/08/2024,0
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",31/05/2024,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",30/06/2024,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",15/08/2024,4717
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",15/08/2024,4716
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",31/08/2024,4717
Benin,BEN,Togo,TGO,Refugees,"UNHCR, Government",30/09/2024,4718
Benin,BEN,Various,,Asylum-Seekers,"UNHCR, Government",31/05/2024,8373
Benin,BEN,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,4714
Benin,BEN,Various,,Refugees,"UNHCR, Government",15/08/2024,2522
Benin,BEN,Various,,Refugees,"UNHCR, Government",15/08/2024,2515
Benin,BEN,Various,,Refugees,"UNHCR, Government",31/08/2024,2485
Benin,BEN,Various,,Refugees,"UNHCR, Government",30/09/2024,2545
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",30/04/2024,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",31/08/2024,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",30/09/2024,25
Burkina Faso,BFA,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,25
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/04/2024,145
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,146
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,147
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,147
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,151
Burkina Faso,BFA,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,151
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",30/04/2024,54
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",30/06/2024,54
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",31/07/2024,54
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",31/08/2024,57
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",30/09/2024,58
Burkina Faso,BFA,Chad,TCD,Refugees,"UNHCR, Government",30/11/2024,58
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",30/04/2024,19
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",30/06/2024,19
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",31/07/2024,19
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",31/08/2024,19
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",30/09/2024,19
Burkina Faso,BFA,Congo,COG,Refugees,"UNHCR, Government",30/11/2024,19
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/04/2024,21
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,21
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,23
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2024,23
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/09/2024,23
Burkina Faso,BFA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,23
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",30/04/2024,38557
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",30/06/2024,38569
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",31/07/2024,38913
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",31/08/2024,38940
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",30/09/2024,38950
Burkina Faso,BFA,Mali,MLI,Refugees,"UNHCR, Government",30/11/2024,39540
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",30/04/2024,756
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",30/06/2024,1110
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",31/07/2024,1143
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",31/08/2024,1143
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",30/09/2024,1144
Burkina Faso,BFA,Others,,Refugees,"UNHCR, Government",30/11/2024,1328
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",31/03/2024,8
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,8
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",31/07/2024,8
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",31/08/2024,8
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",30/09/2024,8
Burkina Faso,BFA,Rwanda,RWA,Refugees,"UNHCR, Government",30/11/2024,8
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",30/04/2024,16
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",30/06/2024,488
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",31/07/2024,488
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",31/08/2024,488
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",30/09/2024,488
Burkina Faso,BFA,Togo,TGO,Refugees,"UNHCR, Government",30/11/2024,489
Burkina Faso,BFA,Various,,Asylum-Seekers,"UNHCR, Government",31/03/2023,0
Central African Republic,CAF,Chad,TCD,Refugees,"Government, UNHCR",31/05/2024,33708
Central African Republic,CAF,Chad,TCD,Asylum-Seekers,"Government, UNHCR",30/06/2024,36902
Central African Republic,CAF,Chad,TCD,Asylum-Seekers,"Government, UNHCR",31/08/2024,37152
Central African Republic,CAF,Chad,TCD,Asylum-Seekers,"Government, UNHCR",31/10/2024,37179
Central African Republic,CAF,Chad,TCD,Refugees,"Government, UNHCR",31/10/2024,37179
Central African Republic,CAF,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",31/05/2024,6448
Central African Republic,CAF,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",30/06/2024,6448
Central African Republic,CAF,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",31/08/2024,6505
Central African Republic,CAF,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",31/10/2024,6469
Central African Republic,CAF,Rwanda,RWA,Refugees,"Government, UNHCR",31/05/2024,238
Central African Republic,CAF,Rwanda,RWA,Refugees,"Government, UNHCR",30/06/2024,238
Central African Republic,CAF,Rwanda,RWA,Refugees,"Government, UNHCR",31/08/2024,237
Central African Republic,CAF,South Sudan,SSD,Refugees,"Government, UNHCR",31/05/2024,2825
Central African Republic,CAF,South Sudan,SSD,Refugees,"Government, UNHCR",30/06/2024,2825
Central African Republic,CAF,South Sudan,SSD,Refugees,"Government, UNHCR",31/08/2024,2867
Central African Republic,CAF,South Sudan,SSD,Refugees,"Government, UNHCR",31/10/2024,2859
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",07/07/2024,104406
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",07/07/2024,108762
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",28/07/2024,109256
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",31/07/2024,109365
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",31/07/2024,114840
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",11/08/2024,114950
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",11/08/2024,28871
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",26/08/2024,29000
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",30/08/2024,29043
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",09/09/2024,29070
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",09/09/2024,29579
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",10/11/2024,30169
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",23/11/2024,30755
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",29/11/2024,37100
Central African Republic,CAF,Sudan,SDN,Refugees,"Government, UNHCR",27/12/2024,30391
Central African Republic,CAF,Various,,Refugees,"Government, UNHCR",31/05/2024,33533
Central African Republic,CAF,Various,,Refugees,"Government, UNHCR",30/06/2024,30020
Central African Republic,CAF,Various,,Refugees,"Government, UNHCR",31/07/2024,8809
Central African Republic,CAF,Various,,Asylum-Seekers,"Government, UNHCR",31/07/2024,8809
Central African Republic,CAF,Various,,Asylum-Seekers,"Government, UNHCR",31/08/2024,8812
Central African Republic,CAF,Various,,Asylum-Seekers,"Government, UNHCR",31/10/2024,9095
Central African Republic,CAF,Various,,Refugees,"Government, UNHCR",31/10/2024,9095
Cote d'Ivoire,CIV,Burkina Faso,BFA,Refugees,"UNHCR, Government",31/08/2023,0
Cote d'Ivoire,CIV,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/05/2024,608
Cote d'Ivoire,CIV,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,608
Cote d'Ivoire,CIV,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,608
Cote d'Ivoire,CIV,Congo,COG,Refugees,"UNHCR, Government",31/05/2024,75
Cote d'Ivoire,CIV,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/05/2024,124
Cote d'Ivoire,CIV,Liberia,LBR,Refugees,"UNHCR, Government",31/05/2024,1152
Cote d'Ivoire,CIV,Liberia,LBR,Refugees,"UNHCR, Government",31/07/2024,1152
Cote d'Ivoire,CIV,Liberia,LBR,Refugees,"UNHCR, Government",31/10/2024,1152
Cote d'Ivoire,CIV,Liberia,LBR,Refugees,"UNHCR, Government",30/11/2024,1152
Cote d'Ivoire,CIV,Rwanda,RWA,Refugees,"UNHCR, Government",31/05/2024,45
Cote d'Ivoire,CIV,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",31/05/2024,164
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",31/05/2024,50768
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,53397
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,56032
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",31/08/2024,59180
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",31/10/2024,63652
Cote d'Ivoire,CIV,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,66337
Cameroon,CMR,Burundi,BDI,Refugees,"UNHCR, Government",30/04/2024,55
Cameroon,CMR,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,55
Cameroon,CMR,Burundi,BDI,Refugees,"UNHCR, Government",31/08/2024,55
Cameroon,CMR,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,50
Cameroon,CMR,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,50
Cameroon,CMR,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/04/2024,351905
Cameroon,CMR,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,346061
Cameroon,CMR,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,308891
Cameroon,CMR,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/10/2024,282008
Cameroon,CMR,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,282843
Cameroon,CMR,Chad,TCD,Refugees,"UNHCR, Government",30/04/2024,1706
Cameroon,CMR,Chad,TCD,Refugees,"UNHCR, Government",30/06/2024,1714
Cameroon,CMR,Chad,TCD,Refugees,"UNHCR, Government",31/08/2024,1711
Cameroon,CMR,Chad,TCD,Refugees,"UNHCR, Government",31/10/2024,1724
Cameroon,CMR,Chad,TCD,Refugees,"UNHCR, Government",30/11/2024,1761
Cameroon,CMR,Congo,COG,Refugees,"UNHCR, Government",30/04/2024,45
Cameroon,CMR,Congo,COG,Refugees,"UNHCR, Government",30/06/2024,45
Cameroon,CMR,Congo,COG,Refugees,"UNHCR, Government",31/08/2024,45
Cameroon,CMR,Congo,COG,Refugees,"UNHCR, Government",31/10/2024,45
Cameroon,CMR,Congo,COG,Refugees,"UNHCR, Government",30/11/2024,45
Cameroon,CMR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/04/2024,32
Cameroon,CMR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/06/2024,32
Cameroon,CMR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/08/2024,32
Cameroon,CMR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",31/10/2024,33
Cameroon,CMR,Côte d'Ivoire,CIV,Refugees,"UNHCR, Government",30/11/2024,33
Cameroon,CMR,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/04/2024,475
Cameroon,CMR,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,471
Cameroon,CMR,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2024,464
Cameroon,CMR,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/10/2024,464
Cameroon,CMR,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,465
Cameroon,CMR,Nigeria,NGA,Refugees,"UNHCR, Government",30/04/2024,121775
Cameroon,CMR,Nigeria,NGA,Refugees,"UNHCR, Government",30/06/2024,123341
Cameroon,CMR,Nigeria,NGA,Refugees,"UNHCR, Government",31/08/2024,123989
Cameroon,CMR,Nigeria,NGA,Refugees,"UNHCR, Government",31/10/2024,124785
Cameroon,CMR,Nigeria,NGA,Refugees,"UNHCR, Government",30/11/2024,125206
Cameroon,CMR,Others,,Refugees,"UNHCR, Government",30/04/2024,11206
Cameroon,CMR,Others,,Refugees,"UNHCR, Government",30/06/2024,11985
Cameroon,CMR,Others,,Refugees,"UNHCR, Government",31/08/2024,13680
Cameroon,CMR,Others,,Refugees,"UNHCR, Government",31/10/2024,15673
Cameroon,CMR,Others,,Refugees,"UNHCR, Government",30/11/2024,16479
Cameroon,CMR,Rwanda,RWA,Refugees,"UNHCR, Government",30/04/2024,267
Cameroon,CMR,Rwanda,RWA,Refugees,"UNHCR, Government",30/06/2024,268
Cameroon,CMR,Rwanda,RWA,Refugees,"UNHCR, Government",31/08/2024,269
Cameroon,CMR,Rwanda,RWA,Refugees,"UNHCR, Government",31/10/2024,272
Cameroon,CMR,Rwanda,RWA,Refugees,"UNHCR, Government",30/11/2024,272
Cameroon,CMR,Sudan,SDN,Refugees,"UNHCR, Government",30/04/2024,126
Cameroon,CMR,Sudan,SDN,Refugees,"UNHCR, Government",30/06/2024,133
Cameroon,CMR,Sudan,SDN,Refugees,"UNHCR, Government",31/08/2024,150
Cameroon,CMR,Sudan,SDN,Refugees,"UNHCR, Government",31/10/2024,187
Cameroon,CMR,Sudan,SDN,Refugees,"UNHCR, Government",30/11/2024,214
Democratic Republic of the Congo,COD,Angola,AGO,Refugees,"UNHCR, Government",31/05/2024,374
Democratic Republic of the Congo,COD,Angola,AGO,Refugees,"UNHCR, Government",31/07/2024,375
Democratic Republic of the Congo,COD,Angola,AGO,Refugees,"UNHCR, Government",30/09/2024,390
Democratic Republic of the Congo,COD,Angola,AGO,Refugees,"UNHCR, Government",31/10/2024,396
Democratic Republic of the Congo,COD,Angola,AGO,Refugees,"UNHCR, Government",30/11/2024,395
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",31/05/2024,51793
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,52545
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,52510
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",30/09/2024,52142
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,50814
Democratic Republic of the Congo,COD,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,51265
Democratic Republic of the Congo,COD,Cameroon,CMR,Refugees,"UNHCR, Government",31/05/2024,1
Democratic Republic of the Congo,COD,Cameroon,CMR,Refugees,"UNHCR, Government",30/09/2024,1
Democratic Republic of the Congo,COD,Cameroon,CMR,Refugees,"UNHCR, Government",31/10/2024,1
Democratic Republic of the Congo,COD,Cameroon,CMR,Refugees,"UNHCR, Government",30/11/2024,1
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/05/2024,210483
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,208274
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,208276
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/09/2024,207776
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/10/2024,206713
Democratic Republic of the Congo,COD,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,206766
Democratic Republic of the Congo,COD,Chad,TCD,Refugees,"UNHCR, Government",31/05/2024,22
Democratic Republic of the Congo,COD,Chad,TCD,Refugees,"UNHCR, Government",31/07/2024,22
Democratic Republic of the Congo,COD,Chad,TCD,Refugees,"UNHCR, Government",30/09/2024,22
Democratic Republic of the Congo,COD,Chad,TCD,Refugees,"UNHCR, Government",31/10/2024,22
Democratic Republic of the Congo,COD,Chad,TCD,Refugees,"UNHCR, Government",30/11/2024,22
Democratic Republic of the Congo,COD,Congo,COG,Refugees,"UNHCR, Government",31/05/2024,409
Democratic Republic of the Congo,COD,Congo,COG,Refugees,"UNHCR, Government",31/07/2024,426
