Country,ISO3,Country of Origin,ISO3 of Origin,Population type,Source,Date,Individuals
Somalia,SOM,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Djibouti,DJI,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Djibouti,DJI,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Djibouti,DJI,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Djibouti,DJI,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Egypt,EGY,Refugees,UNHCR,31/01/2019,0
Somalia,SOM,Egypt,EGY,Refugees,"UNHCR, Government",31/01/2019,0
Somalia,SOM,Eritrea,ERI,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Eritrea,ERI,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Eritrea,ERI,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Ethiopia,ETH,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Ethiopia,ETH,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Ethiopia,ETH,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Iraq,IRQ,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Iraq,IRQ,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Iraq,IRQ,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Iraq,IRQ,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Jordan,JOR,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Jordan,JOR,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Kenya,KEN,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Kenya,KEN,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Mozambique,MOZ,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Mozambique,MOZ,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Nigeria,NGA,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Nigeria,NGA,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Pakistan,PAK,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Pakistan,PAK,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Somalia,SOM,Asylum-Seekers,UNHCR,31/01/2019,0
Somalia,SOM,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/01/2019,0
Somalia,SOM,State of Palestine,PSE,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,State of Palestine,PSE,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,State of Palestine,PSE,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,State of Palestine,PSE,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Sudan,SDN,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Sudan,SDN,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Sudan,SDN,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Sudan,SDN,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Syrian Arab Rep.,SYR,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Syrian Arab Rep.,SYR,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Syrian Arab Rep.,SYR,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Syrian Arab Rep.,SYR,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Turkey,TUR,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Turkey,TUR,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Uganda,UGA,Refugees,UNHCR,31/01/2019,0
Somalia,SOM,Uganda,UGA,Asylum-Seekers,UNHCR,31/01/2019,0
Somalia,SOM,Uganda,UGA,Refugees,"UNHCR, Government",31/01/2019,0
Somalia,SOM,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/01/2019,0
Somalia,SOM,United Arab Emirates,ARE,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,United Arab Emirates,ARE,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,United Rep. of Tanzania,TZA,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,United Rep. of Tanzania,TZA,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,United Rep. of Tanzania,TZA,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,United Rep. of Tanzania,TZA,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,United States of America,USA,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,United States of America,USA,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,United States of America,USA,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,United States of America,USA,Refugees,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Yemen,YEM,Refugees,UNHCR,31/08/2020,0
Somalia,SOM,Yemen,YEM,Asylum-Seekers,UNHCR,31/08/2020,0
Somalia,SOM,Yemen,YEM,Asylum-Seekers,"UNHCR, Government",31/08/2020,0
Somalia,SOM,Yemen,YEM,Refugees,"UNHCR, Government",31/08/2020,0
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,578
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,589
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",31/08/2024,1005
South Sudan,SSD,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,27
South Sudan,SSD,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",31/10/2024,27
South Sudan,SSD,Burundi,BDI,Asylum-Seekers,"UNHCR, Government",30/11/2024,1047
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",29/02/2024,2486
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,2739
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/10/2024,2751
South Sudan,SSD,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/11/2024,2752
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,13852
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,13906
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2024,13934
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/10/2024,13982
South Sudan,SSD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,14035
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",30/06/2024,2627
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/07/2024,2719
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/08/2024,2899
South Sudan,SSD,Eritrea,ERI,Asylum-Seekers,"UNHCR, Government",31/10/2024,3321
South Sudan,SSD,Eritrea,ERI,Refugees,"UNHCR, Government",31/10/2024,3321
South Sudan,SSD,Eritrea,ERI,Refugees,"UNHCR, Government",30/11/2024,3341
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",30/06/2024,5387
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",31/07/2024,5476
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",31/08/2024,5521
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",31/10/2024,5728
South Sudan,SSD,Ethiopia,ETH,Refugees,"UNHCR, Government",30/11/2024,5763
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",30/06/2024,43
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",31/07/2024,50
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",31/08/2024,50
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",31/10/2024,46
South Sudan,SSD,Others,,Asylum-Seekers,"UNHCR, Government",30/11/2024,46
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",30/06/2024,29
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/07/2024,27
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",31/07/2024,27
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/08/2024,27
South Sudan,SSD,Somalia,SOM,Asylum-Seekers,"UNHCR, Government",31/10/2024,1041
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",31/10/2024,1041
South Sudan,SSD,Somalia,SOM,Refugees,"UNHCR, Government",30/11/2024,28
South Sudan,SSD,South Sudan,SSD,Asylum-Seekers,"UNHCR, Government",14/02/2024,0
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",07/07/2024,770847
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",14/07/2024,774664
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",21/07/2024,777160
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",28/07/2024,778811
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",04/08/2024,780795
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",04/08/2024,795362
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",04/08/2024,827726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",11/08/2024,830161
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",11/08/2024,661600
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",18/08/2024,662670
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",25/08/2024,664422
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",01/09/2024,665726
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",08/09/2024,667412
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",08/09/2024,672382
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",10/11/2024,697112
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",17/11/2024,711831
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",24/11/2024,712845
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",01/12/2024,715107
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",01/12/2024,719017
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",08/12/2024,722121
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",15/12/2024,725357
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",22/12/2024,728978
South Sudan,SSD,Sudan,SDN,Refugees,"UNHCR, Government",29/12/2024,757169
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,5536
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,5620
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",31/08/2024,5250
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",31/10/2024,2050
South Sudan,SSD,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,2424
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",30/06/2024,13024
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",31/07/2024,12148
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",31/08/2024,11350
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",31/10/2024,10317
Chad,TCD,Cameroon,CMR,Refugees,"UNHCR, Government",30/11/2024,9298
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",30/06/2024,136249
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/07/2024,137405
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/08/2024,138225
Chad,TCD,Central African Rep.,CAF,Refugees,"UNHCR, Government",31/10/2024,137988
Chad,TCD,Central African Rep.,CAF,Asylum-Seekers,"UNHCR, Government",31/10/2024,137988
Chad,TCD,Central African Rep.,CAF,Asylum-Seekers,"UNHCR, Government",30/11/2024,137090
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,274
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/08/2024,276
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/10/2024,206
Chad,TCD,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/11/2024,206
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",30/06/2024,21427
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",31/07/2024,21488
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",31/08/2024,21509
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",31/10/2024,21676
Chad,TCD,Nigeria,NGA,Refugees,"UNHCR, Government",30/11/2024,21454
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",30/06/2024,1789228
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",12/07/2024,1795143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",19/07/2024,1800353
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",26/07/2024,1801166
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",26/07/2024,1079711
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",02/08/2024,1080284
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",02/08/2024,1036444
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",02/08/2024,1666011
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",19/08/2024,1039099
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",25/08/2024,1040787
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",31/08/2024,1043143
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",31/08/2024,1029459
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",08/09/2024,1033829
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",10/11/2024,1073983
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",17/11/2024,1077920
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",24/11/2024,1078152
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",01/12/2024,1080818
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",08/12/2024,1083402
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",15/12/2024,1083798
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",15/12/2024,1093598
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",22/12/2024,1094135
Chad,TCD,Sudan,SDN,Refugees,"UNHCR, Government",29/12/2024,1094616
Chad,TCD,Various,,Refugees,"UNHCR, Government",30/06/2024,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",30/06/2024,12572
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",31/07/2024,11429
Chad,TCD,Various,,Refugees,"UNHCR, Government",31/07/2024,11429
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",31/08/2024,10800
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",31/10/2024,8601
Chad,TCD,Various,,Asylum-Seekers,"UNHCR, Government",30/11/2024,8203
Togo,TGO,Burkina Faso,BFA,Refugees,"Government, UNHCR",31/05/2024,19550
Togo,TGO,Burkina Faso,BFA,Refugees,"Government, UNHCR",31/07/2024,20084
Togo,TGO,Burkina Faso,BFA,Refugees,"Government, UNHCR",30/09/2024,38046
Togo,TGO,Central African Rep.,CAF,Refugees,"Government, UNHCR",31/05/2024,127
Togo,TGO,Central African Rep.,CAF,Refugees,"Government, UNHCR",31/07/2024,128
Togo,TGO,Central African Rep.,CAF,Refugees,"Government, UNHCR",30/09/2024,128
Togo,TGO,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",31/05/2024,36
Togo,TGO,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",31/07/2024,36
Togo,TGO,Côte d'Ivoire,CIV,Refugees,"Government, UNHCR",30/09/2024,36
Togo,TGO,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",31/05/2024,65
Togo,TGO,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",31/07/2024,65
Togo,TGO,Dem. Rep. of the Congo,COD,Refugees,"Government, UNHCR",30/09/2024,68
Togo,TGO,Ghana,GHA,Refugees,"Government, UNHCR",31/05/2024,8437
Togo,TGO,Ghana,GHA,Refugees,"Government, UNHCR",31/07/2024,8437
Togo,TGO,Ghana,GHA,Refugees,"Government, UNHCR",30/09/2024,8437
Togo,TGO,Mali,MLI,Refugees,"Government, UNHCR",31/05/2024,73
Togo,TGO,Mali,MLI,Refugees,"Government, UNHCR",31/07/2024,73
Togo,TGO,Mali,MLI,Refugees,"Government, UNHCR",30/09/2024,74
Togo,TGO,Rwanda,RWA,Refugees,"Government, UNHCR",31/05/2024,98
Togo,TGO,Rwanda,RWA,Refugees,"Government, UNHCR",31/07/2024,98
Togo,TGO,Rwanda,RWA,Refugees,"Government, UNHCR",30/09/2024,95
Togo,TGO,Various,,Refugees,"Government, UNHCR",31/05/2024,19629
Togo,TGO,Various,,Refugees,"Government, UNHCR",31/07/2024,14990
Togo,TGO,Various,,Asylum-Seekers,"Government, UNHCR",30/09/2024,1758
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",30/06/2024,108161
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",31/07/2024,105956
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",31/08/2024,104765
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",31/10/2024,104125
Tanzania (United Republic of),TZA,Burundi,BDI,Refugees,"UNHCR, Government",30/11/2024,104113
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",30/06/2024,87415
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Refugees,"UNHCR, Government",31/07/2024,87301
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/08/2024,87440
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",31/10/2024,86764
Tanzania (United Republic of),TZA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"UNHCR, Government",30/11/2024,86408
Tanzania (United Republic of),TZA,Kenya,KEN,Refugees,"UNHCR, Government",31/07/2019,0
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",30/06/2024,605
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",31/07/2024,615
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",31/08/2024,628
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",31/10/2024,631
Tanzania (United Republic of),TZA,Others,,Refugees,"UNHCR, Government",30/11/2024,628
Tanzania (United Republic of),TZA,Rwanda,RWA,Asylum-Seekers,"UNHCR, Government",31/07/2019,0
Tanzania (United Republic of),TZA,Somalia,SOM,Refugees,"UNHCR, Government",30/04/2018,0
Tanzania (United Republic of),TZA,Sudan,SDN,Refugees,"UNHCR, Government",31/07/2019,0
Tanzania (United Republic of),TZA,Uganda,UGA,Asylum-Seekers,"UNHCR, Government",31/07/2019,0
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,43533
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,43826
Uganda,UGA,Burundi,BDI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,43826
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,43172
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,42843
Uganda,UGA,Burundi,BDI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,42843
Uganda,UGA,Burundi,BDI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,43036
Uganda,UGA,Burundi,BDI,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,43036
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/06/2024,526062
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,526062
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,531340
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,531340
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,538138
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,538138
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,552103
Uganda,UGA,Dem. Rep. of the Congo,COD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,552103
Uganda,UGA,Dem. Rep. of the Congo,COD,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,559198
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/06/2024,51882
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,53517
Uganda,UGA,Eritrea,ERI,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,53517
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,55028
Uganda,UGA,Eritrea,ERI,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,57301
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,57301
Uganda,UGA,Eritrea,ERI,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,58330
Uganda,UGA,Eritrea,ERI,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,58330
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/06/2024,13035
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,13035
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,13491
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,13491
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,13933
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,13933
Uganda,UGA,Ethiopia,ETH,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,14492
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,14492
Uganda,UGA,Ethiopia,ETH,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,14707
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,1499
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/06/2024,1499
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,1518
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,1518
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,1561
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,1561
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,1665
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,1665
Uganda,UGA,Others,,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,1726
Uganda,UGA,Others,,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,1726
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,24592
Uganda,UGA,Rwanda,RWA,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/06/2024,24592
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,24634
Uganda,UGA,Rwanda,RWA,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,24634
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,24623
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,24079
Uganda,UGA,Rwanda,RWA,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,24118
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,51350
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,51248
Uganda,UGA,Somalia,SOM,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,51248
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,51230
Uganda,UGA,Somalia,SOM,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,51085
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,51085
Uganda,UGA,Somalia,SOM,Refugees,"Office of the Prime Minister, UNHCR, Government",30/11/2024,50943
Uganda,UGA,Somalia,SOM,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,50943
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",30/06/2024,948191
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/07/2024,953536
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/07/2024,953536
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/08/2024,959303
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/08/2024,959303
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",31/10/2024,967843
Uganda,UGA,South Sudan,SSD,Refugees,"Office of the Prime Minister, UNHCR, Government",31/10/2024,967843
Uganda,UGA,South Sudan,SSD,Asylum-Seekers,"Office of the Prime Minister, UNHCR, Government",30/11/2024,971462
